experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
EuroSAT,deit_tiny_patch16_224,0.9730670575302308,,0.9700330986844152,0.9730969684310795,0.9732933579932274,0.9730670575302308,0.001296873827136367
