experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
EuroSAT,swinv2_tiny_patch4_window16_256,0.9829607914987175,,0.9810438211805104,0.9829597920785998,0.9831021927278647,0.9829607914987175,0.006456883020566755
