experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
PublicHarvestNet,vit_tiny_patch16_224,0.8041907514450867,0.5291029851374679,0.6053727123820855,0.7854315122723674,0.7835703001579779,0.7873015873015873,0.0011374161897726603
