experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
EuroSAT,convnext_small_224,0.951080982044705,,0.9455618443027786,0.9511105925032397,0.9513162593683897,0.951080982044705,0.026127553137408978
