experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
PublicHarvestNet,deit_tiny_patch16_224,0.7817919075144508,0.567069807587049,0.5592093670677304,0.7568438003220612,0.7679738562091504,0.746031746031746,0.0010328136616617326
