experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
Kenya_Roads,deit_tiny_patch16_224,0.890149561629706,0.5815129084672322,0.23330972481341486,0.941208942865029,0.9953298307063632,0.8926701570680629,0.00013389582490951025
