experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
Kenya_Roads,convnext_small_224,0.8929860752965446,0.5564813143166636,0.1629670054614757,0.9430023348441148,0.9919098526437445,0.8986910994764398,0.002370811643577164
