experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
PublicHarvestNet,vit_small_patch16_224,0.8106936416184971,0.5575849437918403,0.6194300365369957,0.7949921752738655,0.7839506172839507,0.8063492063492064,0.0018699864945763377
