experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
EuroSAT,convnext_tiny_224,0.9595089776474899,,0.954928874531357,0.9595170214964992,0.9595808770748625,0.9595089776474899,0.016283639694215434
