experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
Kenya_Roads,convnext_tiny_224,0.9002062919030428,0.6036243004152375,0.17746908927877084,0.9470370877241002,0.9922569544020649,0.9057591623036649,0.0015165786079229142
