experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
Kenya_Roads,swinv2_tiny_patch4_window16_256,0.8589479112944817,0.44953962809171333,0.2275508110927821,0.9231201686577652,0.9966616084977238,0.8596858638743455,0.000589000870016664
