experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
Kenya_Roads,swinv2_small_patch4_window8_256,0.8488911810211449,0.4882424625383643,0.21290129981235814,0.9172082509183387,0.996316758747698,0.849738219895288,0.0008048081789264953
