experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
PublicHarvestNet,deit_small_patch16_224,0.8027456647398844,0.6006852343059239,0.6059092330404017,0.7908045977011495,0.7644444444444445,0.819047619047619,0.0016320799377063714
