experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
EuroSAT,vit_small_patch16_224,0.9847929644558446,,0.9830813101247518,0.9848169851398525,0.9849188076899021,0.9847929644558446,0.002645729579564053
