experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
PublicHarvestNet,convnext_tiny_224,0.7752890173410405,0.45377457791250897,0.5461019134050045,0.7497988736926791,0.7601957585644372,0.7396825396825397,0.011217926703450128
