experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
PublicHarvestNet,swinv2_small_patch4_window8_256,0.8323699421965318,0.5026598880047156,0.6613393293852308,0.8107667210440457,0.8338926174496645,0.7888888888888889,0.005896086150525976
