experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
EuroSAT,deit_small_patch16_224,0.9803957493587394,,0.9781884190422141,0.9803785920451795,0.980515366594464,0.9803957493587394,0.002161397426578216
