experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
PublicHarvestNet,convnext_small_224,0.7839595375722543,0.4950023156919708,0.563190824581882,0.7506255212677231,0.7908611599297012,0.7142857142857143,0.017467588782758697
