experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
Kenya_Roads,vit_tiny_patch16_224,0.8329035585353275,0.4448930312330746,0.18938940173715563,0.9076923076923078,0.995625,0.8340314136125655,0.00015131006374716357
