experiment_name,model_name,accuracy,auroc,mcc,f1,precision,recall,carbon_emissions
Kenya_Roads,deit_small_patch16_224,0.8287777204744714,0.5638021303484384,0.18116480802432136,0.9052240936340279,0.995291902071563,0.8301047120418849,0.00021616936872112308
