timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-11T15:06:00,codecarbon,809f7ef0-37e9-4520-b02b-a7461432e61a,9783.975708961487,0.011217926703450128,1.146561176881831e-06,0.15860000000000002,0.05750000000000001,6.75,0.010670068733055723,0.03321724861046592,0.010762526495307683,0.05464984383882922,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.0748,37.4043,18.0,machine,N,1.0
