timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-13T23:09:23,codecarbon,198968e9-7eea-4c01-91ab-edca16e598dc,7248.966017007828,0.008626152348907937,1.1899838306137588e-06,0.28589999999999993,0.046799999999999994,6.75,0.01666480271325957,0.017479144418563273,0.00787967196106911,0.042023619092891894,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.0748,37.4043,18.0,machine,N,1.0
