timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-13T03:06:20,codecarbon,d485098c-4bad-46c7-bf01-82b35674c909,23475.459436178207,0.0256677486985284,1.0933864262938212e-06,0.2252999999999999,0.1152,6.75,0.0169972326309623,0.0824301541493741,0.0256169725875556,0.1250443593678921,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.0748,37.4043,18.0,machine,N,1.0
2024-05-13T20:30:55,codecarbon,28990042-ca8a-4219-8071-292b59aa7394,23511.33730697632,0.026127553137408978,1.111274650024113e-06,0.2144,0.2204,6.75,0.017321536889136027,0.08407447700561592,0.02588835304722188,0.12728436694197384,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.0748,37.4043,18.0,machine,N,1.0
