timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-10T16:09:19,codecarbon,8c1a008d-c07a-4705-b2e1-3acce752fefc,501.6149628162384,0.000589000870016664,1.1742091318604435e-06,2.2770000000000006,0.10250000000000001,6.75,0.0010945028787713582,0.0012122165342260665,0.0005626883143186568,0.0028694077273160833,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.0748,37.4043,18.0,machine,N,1.0
