timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-12T15:44:04,codecarbon,8ca64067-4f17-4906-86c4-9cd2dcf659be,2002.8234512805939,0.002161397426578216,1.0791752139691748e-06,2.1294444444444443,0.03400000000000001,6.75,0.004674907018388819,0.003641549504924875,0.002213121263980865,0.010529577787294553,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.1639,37.423,18.0,machine,N,1.0
