timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-13T09:54:43,codecarbon,3fbb3aa1-582f-4e94-8887-0a63d251cc0a,2316.9353578090668,0.002645729579564053,1.1419091044757932e-06,1.5356999999999998,0.4521000000000001,6.75,0.005279442174701252,0.005071955296642836,0.0025376783967018114,0.012889075868045904,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.1639,37.423,18.0,machine,N,1.0
