timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-12T15:08:00,codecarbon,048e8d37-9f0c-4a9c-9848-34467b15bfbd,1559.2222290039062,0.001296873827136367,8.317440599630638e-07,0.30029999999999996,0.0359,6.75,0.003687829312314065,0.0009176159190981253,0.0017124737571179867,0.006317918988530174,United States,USA,california,,,macOS-14.4.1-arm64-arm-64bit,3.8.18,2.3.5,11,Apple M3 Pro,1,Apple M3 Pro,-122.1639,37.423,18.0,machine,N,1.0
